"Guard Type","guardType","Intruder Type","intruderType","Number of Guards","2","Number of Intruders","2","Map Name","mapNAme","Number of games played","1"
"Game Number","Victor","Reached TA First","Turns Taken","% Map explored Guards","% Map explored intruders"
"1","Guard",,"59","0.4478153578168094","0.1567716649731456"
